Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
LES-ESSARTS-LE-ROI;87393280;SAM;2023-11-18;2023;N;N;Avant 6h;4
CERGY-PREFECTURE;87381905;DIM;2022-11-20;2022;A;A;De 10h à 16h;2648
ABLON;87545269;SAM;2017-04-22;2017;C;C;De 10h à 16h;584
LES-ESSARTS-LE-ROI;87393280;SAM;2023-11-18;2023;N;N;De 6h à 10h;109
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;Après 20h;151
ACHERES-GRAND-CORMIER;87386052;SAM;2022-11-19;2022;A;A;Après 20h;25
LES-ESSARTS-LE-ROI;87393280;DIM;2023-11-19;2023;N;N;De 6h à 10h;85
CERGY-PREFECTURE;87381905;JOB;2023-11-14;2023;L;L3;De 16h à 20h;2082
ACHERES-GRAND-CORMIER;87386052;DIM;2022-11-20;2022;A;A;Avant 6h;5
LES-GRESILLONS;87272146;DIM;2017-04-23;2017;C;C;Après 20h;117
CERGY-SAINT-CHRISTOPHE;87382499;DIM;2022-11-20;2022;A;A;De 10h à 16h;1856
ACHERES-GRAND-CORMIER;87386052;DIM;2022-11-20;2022;A;A;De 6h à 10h;108
LES-MUREAUX;87386680;DIM;2021-05-12;2021;J;J5;Après 20h;168
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-22;2022;A;A;Après 20h;16
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-22;2022;A;A;Après 20h;4
LES-MUREAUX;87386680;DIM;2021-05-12;2021;J;J5;De 16h à 20h;518
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-22;2022;A;A;De 10h à 16h;303
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-22;2022;A;A;De 6h à 10h;18
LES-MUREAUX;87386680;JOB;2021-07-12;2021;J;J5;De 16h à 20h;1175
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Avant 6h;392
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-30;2022;A;A;Après 20h;7
LES-NOUES;87276238;DIM;2024-03-03;2024;D;D;Avant 6h;34
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2023-11-14;2023;L;L3;De 6h à 10h;1094
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-30;2022;A;A;De 6h à 10h;40
LES-NOUES;87276238;DIM;2024-03-03;2024;D;D;De 10h à 16h;578
CERNAY;87276063;SAM;2023-11-18;2023;H;H;Après 20h;125
ACHERES-VILLE;87381657;SAM;2022-11-19;2022;A;A;Avant 6h;37
LES-NOUES;87276238;DIM;2024-03-03;2024;D;D;De 16h à 20h;260
CERNAY;87276063;SAM;2023-11-18;2023;H;H;De 10h à 16h;564
ACHERES-VILLE;87381657;SAM;2022-11-19;2022;A;A;De 6h à 10h;591
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-11-09;2021;T4;T4;De 10h à 16h;670
CERNAY;87276063;DIM;2023-11-19;2023;H;H;De 16h à 20h;227
ACHERES-VILLE;87381657;JOB;2022-11-22;2022;A;A;De 6h à 10h;230
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;354
CERNAY;87276063;JOB;2017-04-25;2017;C;C;De 16h à 20h;617
ACHERES-VILLE;87381657;JOB;2022-11-23;2022;A;A;Après 20h;0
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-09-18;2021;T4;T4;Avant 6h;15
CERNAY;87276063;JOB;2023-11-14;2023;H;H;De 10h à 16h;466
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;SAM;2019-03-16;2019;B;B;De 10h à 16h;1772
LES-PAVILLONS-SOUS-BOIS;87113852;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;53
CESSON;87682161;SAM;2024-02-03;2024;D;D;Après 20h;113
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;Avant 6h;70
LES-PAVILLONS-SOUS-BOIS;87113852;DIM;2021-12-09;2021;T4;T4;De 10h à 16h;481
CESSON;87682161;DIM;2024-03-03;2024;D;D;De 6h à 10h;165
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;De 10h à 16h;3241
LES-PAVILLONS-SOUS-BOIS;87113852;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;118
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 10h à 16h;709
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-05-10;2023;B;B;Après 20h;1580
LES-PORTES-DE-SAINT-CYR;87710921;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;24
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 6h à 10h;2321
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;JOB;2023-10-10;2023;B;B;De 16h à 20h;134
LES-SAULES;87546226;SAM;2017-04-22;2017;C;C;Après 20h;158
CHAMARANDE;87545152;DIM;2017-04-23;2017;C;C;De 16h à 20h;119
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;SAM;2019-03-16;2019;B;B;De 6h à 10h;1665
LES-SAULES;87546226;DIM;2017-04-23;2017;C;C;Avant 6h;30
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;Après 20h;5
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;De 16h à 20h;4197
LES-SAULES;87546226;JOB;2017-04-25;2017;C;C;De 16h à 20h;442
CHAMARANDE;87545152;JOB;2017-04-25;2017;C;C;De 10h à 16h;69
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-05-10;2023;B;B;De 10h à 16h;6325
LES-SAULES;87546226;JOB;2017-04-25;2017;C;C;De 6h à 10h;966
CHAMPAGNE-SUR-OISE;87276519;SAM;2023-11-18;2023;H;H;De 6h à 10h;54
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;Après 20h;0
LE-STADE;87381095;SAM;2023-11-18;2023;J;J4;Après 20h;246
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;Avant 6h;17
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;De 10h à 16h;0
LE-STADE;87381095;SAM;2023-11-18;2023;J;J4;De 10h à 16h;1159
CHAMPAGNE-SUR-SEINE;87682450;SAM;2023-11-18;2023;R;R;De 10h à 16h;223
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;JOB;2023-10-10;2023;B;B;De 6h à 10h;0
LE-STADE;87381095;SAM;2023-11-18;2023;J;J4;De 6h à 10h;505
CHAMPAGNE-SUR-SEINE;87682450;JOB;2023-11-14;2023;R;R;De 6h à 10h;187
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;143
LE-STADE;87381095;JOB;2023-11-14;2023;J;J4;De 10h à 16h;1120
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;Après 20h;9
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;28
LES-VALLEES;87386300;SAM;2023-11-18;2023;L;L3;Avant 6h;37
CHAMPBENOIST-POIGNY;87115873;SAM;2023-11-18;2023;P;P;De 16h à 20h;58
ALLEE-ROYALE;87710913;JOB;2023-10-19;2023;T13;T13;De 16h à 20h;21
LES-VALLEES;87386300;DIM;2023-11-19;2023;L;L3;De 6h à 10h;412
CHAMPBENOIST-POIGNY;87115873;DIM;2023-11-19;2023;P;P;Après 20h;7
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;De 10h à 16h;229
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;Avant 6h;9
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 16h à 20h;67
ANDRESY;87381491;SAM;2023-11-18;2023;J;J6;De 6h à 10h;105
LES-YVRIS-NOISY-LE-GRAND;87113803;SAM;2022-03-19;2022;E;E;De 10h à 16h;230
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2023-11-18;2023;H;H;Avant 6h;49
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;Avant 6h;4
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;Après 20h;25
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;De 10h à 16h;676
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;De 10h à 16h;178
LES-YVRIS-NOISY-LE-GRAND;87113803;DIM;2022-03-20;2022;E;E;De 6h à 10h;58
CHAMP-DE-COURSES-D'ENGHIEN;87276030;DIM;2023-11-19;2023;H;H;De 16h à 20h;417
ANDRESY;87381491;DIM;2023-11-19;2023;J;J6;De 6h à 10h;54
LES-YVRIS-NOISY-LE-GRAND;87113803;JOB;2022-03-22;2022;E;E;De 6h à 10h;780
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;Avant 6h;32
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;Après 20h;19
L'ETANG-LA-VILLE;87382473;SAM;2023-11-18;2023;L;L2;Après 20h;33
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;SAM;2017-04-22;2017;C;C;De 10h à 16h;3318
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;Avant 6h;20
L'ETANG-LA-VILLE;87382473;DIM;2023-11-19;2023;L;L2;De 6h à 10h;48
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;Après 20h;1527
ANDRESY;87381491;JOB;2023-11-14;2023;J;J6;De 16h à 20h;173
L'ETANG-LA-VILLE;87382473;JOB;2023-11-14;2023;L;L2;De 10h à 16h;180
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2017-04-23;2017;C;C;De 10h à 16h;2963
ARBORETUM;87704320;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;144
L'ETANG-LA-VILLE;87382473;JOB;2023-11-14;2023;L;L2;De 16h à 20h;119
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2017-04-25;2017;C;C;De 16h à 20h;7432
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J4;Avant 6h;156
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;70
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;De 10h à 16h;100
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;Après 20h;1249
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;45
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 16h à 20h;69
ARGENTEUIL;87381848;SAM;2023-11-18;2023;J;J6;De 10h à 16h;4481
L'ETANG-LES-SABLONS;87726109;JOB;2023-10-19;2023;T13;T13;Après 20h;1
CHANGIS-SAINT-JEAN;87116509;JOB;2023-09-19;2023;P;P;Après 20h;8
ARGENTEUIL;87381848;DIM;2023-11-19;2023;J;J6;Après 20h;722
LE-VAL-D'OR;87382366;SAM;2023-11-18;2023;L;L2;De 6h à 10h;234
CHANTELOUP-LES-VIGNES;87381475;DIM;2023-11-19;2023;J;J6;Avant 6h;13
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;Après 20h;581
LE-VAL-D'OR;87382366;DIM;2023-11-19;2023;L;L2;Avant 6h;13
CHANTELOUP-LES-VIGNES;87381475;JOB;2023-11-14;2023;J;J6;Après 20h;61
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;De 10h à 16h;2748
LE-VAL-D'OR;87382366;JOB;2023-11-14;2023;L;L2;Après 20h;171
CHANTILLY-GOUVIEUX;87276113;SAM;2024-02-03;2024;D;D;Après 20h;40
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J4;De 6h à 10h;3142
LE-VAL-D'OR;87382366;JOB;2023-11-14;2023;L;L2;Avant 6h;22
CHANTILLY-GOUVIEUX;87276113;DIM;2024-03-03;2024;D;D;De 10h à 16h;160
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;Après 20h;960
LE-VAL-D'OR;87382366;JOB;2023-11-14;2023;L;L2;De 16h à 20h;928
CHAPONVAL;87276162;SAM;2023-11-18;2023;H;H;Après 20h;0
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;De 10h à 16h;3785
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;Après 20h;229
CHARS;87381194;SAM;2023-11-18;2023;J;J6;Après 20h;2
ARGENTEUIL;87381848;JOB;2023-11-14;2023;J;J6;De 6h à 10h;7586
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;Avant 6h;221
CHARS;87381194;SAM;2023-11-18;2023;J;J6;De 10h à 16h;36
ARPAJON;87545467;SAM;2017-04-22;2017;C;C;De 10h à 16h;563
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 10h à 16h;1481
CHARS;87381194;DIM;2023-11-19;2023;J;J6;Après 20h;7
ARPAJON;87545467;DIM;2017-04-23;2017;C;C;De 16h à 20h;297
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 16h à 20h;1663
CHARS;87381194;DIM;2023-11-19;2023;J;J6;De 6h à 10h;16
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;J;J4;De 6h à 10h;589
LE-VERT-DE-MAISONS;87681247;JOB;2024-05-03;2024;D;D;De 6h à 10h;2378
CHARS;87381194;JOB;2023-11-14;2023;J;J6;Après 20h;2
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;Après 20h;790
LIANCOURT-SAINT-PIERRE;87381210;JOB;2023-11-14;2023;J;J6;De 10h à 16h;3
CHARS;87381194;JOB;2023-11-14;2023;J;J6;Avant 6h;11
ASNIERES-SUR-SEINE;87381137;SAM;2023-11-18;2023;L;L3;De 6h à 10h;863
LIANCOURT-SAINT-PIERRE;87381210;JOB;2023-11-14;2023;J;J6;De 6h à 10h;16
CHARTRETTES;87682419;SAM;2023-11-18;2023;R;R;De 6h à 10h;11
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J4;Après 20h;386
LIEUSAINT-MOISSY;87682153;SAM;2024-02-03;2024;D;D;Après 20h;847
CHARTRETTES;87682419;JOB;2023-11-14;2023;R;R;Après 20h;4
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;J;J4;Avant 6h;22
LIEUSAINT-MOISSY;87682153;SAM;2024-02-03;2024;D;D;De 16h à 20h;1528
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;Après 20h;87
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L2;Après 20h;335
LIEUSAINT-MOISSY;87682153;DIM;2024-03-03;2024;D;D;Avant 6h;73
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 10h à 16h;434
ASNIERES-SUR-SEINE;87381137;DIM;2023-11-19;2023;L;L3;De 16h à 20h;1254
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;Avant 6h;476
CHATEAU-THIERRY;87116582;JOB;2023-09-19;2023;P;P;De 6h à 10h;837
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J4;Après 20h;881
LIEUSAINT-MOISSY;87682153;JOB;2024-05-03;2024;D;D;De 16h à 20h;3126
CHATELET-LES-HALLES;87758607;SAM;2024-02-03;2024;D;D;Avant 6h;206
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J4;Avant 6h;49
LIMAY;87381582;DIM;2023-11-19;2023;J;J6;De 16h à 20h;153
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;Avant 6h;159
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;J;J6;Après 20h;53
LIMAY;87381582;JOB;2023-11-14;2023;J;J6;Après 20h;40
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 6h à 10h;1896
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L2;De 10h à 16h;1601
LIMAY;87381582;JOB;2023-11-14;2023;J;J6;Avant 6h;76
CHATELET-LES-HALLES;87758607;JOB;2024-05-03;2024;D;D;Après 20h;5869
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L2;De 6h à 10h;4474
LIMAY;87381582;JOB;2023-11-14;2023;J;J6;De 6h à 10h;393
CHAUMONT-EN-VEXIN;87381228;DIM;2023-11-19;2023;J;J6;Après 20h;3
ASNIERES-SUR-SEINE;87381137;JOB;2023-11-14;2023;L;L3;Après 20h;623
LISIERE-PEREIRE;87733683;SAM;2023-10-14;2023;T13;T13;De 10h à 16h;205
CHAUMONT-EN-VEXIN;87381228;DIM;2023-11-19;2023;J;J6;De 6h à 10h;10
ATHIS-MONS;87545251;SAM;2017-04-22;2017;C;C;De 16h à 20h;290
LISIERE-PEREIRE;87733683;JOB;2023-10-19;2023;T13;T13;Après 20h;54
CHAUMONT-EN-VEXIN;87381228;JOB;2023-11-14;2023;J;J6;De 10h à 16h;22
ATHIS-MONS;87545251;DIM;2017-04-23;2017;C;C;Avant 6h;3
L'ISLE-ADAM-PARMAIN;87276527;DIM;2023-11-19;2023;H;H;Après 20h;61
CHAVILLE-RIVE-DROITE;87382333;SAM;2016-12-03;2016;U;U;Avant 6h;1
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 6h à 10h;194
L'ISLE-ADAM-PARMAIN;87276527;DIM;2023-11-19;2023;H;H;De 16h à 20h;287
CHAVILLE-RIVE-DROITE;87382333;JOB;2016-03-22;2016;U;U;Après 20h;13
AUBERGENVILLE-ELISABETHVILLE;87386730;DIM;2021-05-12;2021;J;J5;De 10h à 16h;201
L'ISLE-ADAM-PARMAIN;87276527;JOB;2023-11-14;2023;H;H;Après 20h;88
CHAVILLE-RIVE-DROITE;87382333;JOB;2016-03-22;2016;U;U;De 10h à 16h;55
AUBERGENVILLE-ELISABETHVILLE;87386730;JOB;2021-07-12;2021;J;J5;De 6h à 10h;1075
LIVRY-SUR-SEINE;87682401;SAM;2023-11-18;2023;R;R;Après 20h;13
CHAVILLE-RIVE-DROITE;87382333;JOB;2023-11-14;2023;L;L2;De 6h à 10h;1489
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;Après 20h;1144
LIVRY-SUR-SEINE;87682401;JOB;2023-11-14;2023;R;R;De 16h à 20h;42
CHAVILLE-RIVE-GAUCHE;87393207;DIM;2023-11-19;2023;N;N;De 16h à 20h;318
AULNAY-SOUS-BOIS;87271411;SAM;2021-11-09;2021;T4;T4;Avant 6h;3
LIZY-SUR-OURCQ;87116632;SAM;2023-09-16;2023;P;P;De 16h à 20h;77
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2023-11-14;2023;N;N;Après 20h;103
AULNAY-SOUS-BOIS;87271411;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;92
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;Avant 6h;15
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2023-11-14;2023;N;N;De 10h à 16h;450
AULNAY-SOUS-BOIS;87271411;SAM;2023-11-18;2023;K;K;Après 20h;46
LIZY-SUR-OURCQ;87116632;JOB;2023-09-19;2023;P;P;De 10h à 16h;105
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2023-11-14;2023;N;N;De 6h à 10h;809
AULNAY-SOUS-BOIS;87271411;SAM;2023-11-18;2023;K;K;De 6h à 10h;342
LONGJUMEAU;87393611;SAM;2017-04-22;2017;C;C;Avant 6h;7
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;De 10h à 16h;731
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;Après 20h;265
LONGJUMEAU;87393611;DIM;2017-04-23;2017;C;C;De 16h à 20h;79
CHAVILLE-VELIZY;87393173;SAM;2017-04-22;2017;C;C;De 16h à 20h;423
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 10h à 16h;5859
LONGJUMEAU;87393611;JOB;2017-04-25;2017;C;C;De 6h à 10h;347
CHAVILLE-VELIZY;87393173;JOB;2017-04-25;2017;C;C;Avant 6h;30
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;Après 20h;1068
LONGUEVILLE;87116137;SAM;2023-11-18;2023;P;P;Après 20h;77
CHAVILLE-VELIZY;87393173;JOB;2017-04-25;2017;C;C;De 10h à 16h;548
AULNAY-SOUS-BOIS;87271411;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;1713
LOUVECIENNES;87382457;SAM;2023-11-18;2023;L;L2;Après 20h;85
CHAVILLE-VELIZY;87393173;JOB;2017-04-25;2017;C;C;De 16h à 20h;568
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;Après 20h;1637
LOUVECIENNES;87382457;SAM;2023-11-18;2023;L;L2;De 6h à 10h;147
CHELLES-GOURNAY;87116111;SAM;2022-03-19;2022;E;E;De 10h à 16h;1767
AULNAY-SOUS-BOIS;87271411;JOB;2023-10-10;2023;B;B;De 10h à 16h;3835
LOUVECIENNES;87382457;DIM;2023-11-19;2023;L;L2;Avant 6h;8
CHELLES-GOURNAY;87116111;SAM;2022-03-19;2022;E;E;De 6h à 10h;671
AULNAY-SOUS-BOIS;87271411;JOB;2023-11-14;2023;K;K;Après 20h;56
LOUVECIENNES;87382457;JOB;2023-11-14;2023;L;L2;De 10h à 16h;383
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;De 6h à 10h;1359
AUVERS-SUR-OISE;87276543;SAM;2023-11-18;2023;H;H;Après 20h;6
LOUVECIENNES;87382457;JOB;2023-11-14;2023;L;L2;De 16h à 20h;399
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;De 16h à 20h;1020
AUVERS-SUR-OISE;87276543;SAM;2023-11-18;2023;H;H;De 10h à 16h;41
LOUVRES;87276253;SAM;2024-02-03;2024;D;D;Après 20h;169
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;De 6h à 10h;526
AUVERS-SUR-OISE;87276543;JOB;2023-11-14;2023;H;H;Après 20h;4
LOUVRES;87276253;DIM;2024-03-03;2024;D;D;De 6h à 10h;263
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;Avant 6h;68
AUVERS-SUR-OISE;87276543;JOB;2023-11-14;2023;H;H;De 6h à 10h;64
LOUVRES;87276253;JOB;2024-05-03;2024;D;D;De 10h à 16h;827
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 16h à 20h;973
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;SAM;2017-04-22;2017;C;C;Avant 6h;15
LUZARCHES;87276576;JOB;2023-11-14;2023;H;H;Après 20h;43
CHEMIN-D'ANTONY;87546317;SAM;2017-04-22;2017;C;C;De 6h à 10h;52
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;Avant 6h;14
LUZARCHES;87276576;JOB;2023-11-14;2023;H;H;De 16h à 20h;204
CHEMIN-D'ANTONY;87546317;DIM;2017-04-23;2017;C;C;De 10h à 16h;69
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;De 10h à 16h;670
LYCEE-HENRI-SELLIER;87988717;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;44
CHEMIN-D'ANTONY;87546317;JOB;2017-04-25;2017;C;C;De 10h à 16h;161
AVENUE-DU-PRESIDENT-KENNEDY-MAISON-DE-RADIO-FRANCE;87543207;JOB;2017-04-25;2017;C;C;De 16h à 20h;1601
MAGENTA;87281873;DIM;2022-03-20;2022;E;E;Après 20h;3452
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;De 10h à 16h;29
AVENUE-FOCH;87381038;SAM;2017-04-22;2017;C;C;De 6h à 10h;108
MAGENTA;87281873;DIM;2022-03-20;2022;E;E;De 6h à 10h;1918
CHEZY-SUR-MARNE;87116574;DIM;2023-09-17;2023;P;P;De 6h à 10h;8
AVENUE-HENRI-MARTIN;87381046;SAM;2017-04-22;2017;C;C;Après 20h;90
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;Avant 6h;422
CHEZY-SUR-MARNE;87116574;JOB;2023-09-19;2023;P;P;Après 20h;1
AVENUE-HENRI-MARTIN;87381046;DIM;2017-04-23;2017;C;C;De 6h à 10h;52
MAGENTA;87281873;JOB;2022-03-22;2022;E;E;De 10h à 16h;11614
CHILLY-MAZARIN;87393637;SAM;2017-04-22;2017;C;C;De 10h à 16h;274
AVENUE-HENRI-MARTIN;87381046;JOB;2017-04-25;2017;C;C;De 16h à 20h;564
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;Avant 6h;106
CHILLY-MAZARIN;87393637;SAM;2017-04-22;2017;C;C;De 6h à 10h;138
BAGNEAUX-SUR-LOING;87684191;SAM;2023-11-18;2023;R;R;Après 20h;14
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;De 10h à 16h;5248
CHILLY-MAZARIN;87393637;JOB;2017-04-25;2017;C;C;De 16h à 20h;485
BAGNEAUX-SUR-LOING;87684191;DIM;2023-11-19;2023;R;R;De 6h à 10h;23
MAISONS-ALFORT-ALFORTVILLE;87681155;DIM;2024-03-03;2024;D;D;De 6h à 10h;1373
CHOISY-LE-ROI;87545285;SAM;2017-04-22;2017;C;C;Avant 6h;165
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;Après 20h;7
MAISONS-ALFORT-ALFORTVILLE;87681155;JOB;2024-05-03;2024;D;D;Après 20h;1200
CHOISY-LE-ROI;87545285;SAM;2017-04-22;2017;C;C;De 16h à 20h;3667
BAGNEAUX-SUR-LOING;87684191;JOB;2023-11-14;2023;R;R;Avant 6h;13
MAISONS-LAFFITTE;87386425;SAM;2023-11-18;2023;L;L3;Après 20h;140
CHOISY-LE-ROI;87545285;SAM;2017-04-22;2017;C;C;De 6h à 10h;2567
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;85
MAISONS-LAFFITTE;87386425;SAM;2023-11-18;2023;L;L3;De 6h à 10h;162
CHOISY-LE-ROI;87545285;DIM;2017-04-23;2017;C;C;De 6h à 10h;1422
BAILLY;87710780;DIM;2023-10-15;2023;T13;T13;De 6h à 10h;22
MAISONS-LAFFITTE;87386425;DIM;2022-11-20;2022;A;A;De 6h à 10h;593
CHOISY-LE-ROI;87545285;JOB;2017-04-25;2017;C;C;De 6h à 10h;10342
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;Après 20h;18
MAISONS-LAFFITTE;87386425;DIM;2023-11-19;2023;L;L3;De 10h à 16h;343
CLAMART;87391565;SAM;2023-11-18;2023;N;N;Après 20h;214
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;De 16h à 20h;94
MAISONS-LAFFITTE;87386425;JOB;2022-11-22;2022;A;A;De 6h à 10h;593
CLAMART;87391565;SAM;2023-11-18;2023;N;N;De 10h à 16h;1008
